code,occupation_primary,industry,state,state_name,rate,rate_type,effective_date,rating_authority,is_top_50_code,state_is_indep_bureau,state_is_monopolistic
8826,Museum Other Employees,services,KY,Kentucky,0.69,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8829,Convalescent or nursing home,healthcare,KY,Kentucky,0.74,loss_cost,2024-01-01,National Council on Compensation,True,False,False
8831,Hospital Other Employees,healthcare,KY,Kentucky,0.38,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8832,Physician — non-surgical,healthcare,KY,Kentucky,0.12,loss_cost,2024-01-01,National Council on Compensation,True,False,False
8833,Hospital — professional employees,healthcare,KY,Kentucky,0.4,loss_cost,2024-01-01,National Council on Compensation,True,False,False
8835,Medical/Dental/Vet Professionals,healthcare,KY,Kentucky,0.63,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8842,Social Service Other Employees,nonprofit,KY,Kentucky,0.73,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8855,Hospice Care,healthcare,KY,Kentucky,0.05,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8856,Adult Day Care,healthcare,KY,Kentucky,0.24,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8864,Social Services - Professional,services,KY,Kentucky,0.42,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8868,College — non-faculty,education,KY,Kentucky,0.12,loss_cost,2024-01-01,National Council on Compensation,True,False,False
8869,Home Health Care - All Other,healthcare,KY,Kentucky,0.36,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8871,Hospice Care - All Other,healthcare,KY,Kentucky,0.02,loss_cost,2024-01-01,National Council on Compensation,False,False,False
8901,Telephone/Telegraph Companies,services,KY,Kentucky,0.08,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9012,Building Operation - Theaters,hospitality,KY,Kentucky,0.37,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9014,Janitorial — buildings,cleaning,KY,Kentucky,0.86,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9015,Building operations,cleaning,KY,Kentucky,1.04,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9016,Apartment/Condominium Complex,services,KY,Kentucky,0.79,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9019,Building Operation - Office - All Other,services,KY,Kentucky,1.13,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9033,Hotel Operations,hospitality,KY,Kentucky,0.68,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9040,Hospital — all other employees,healthcare,KY,Kentucky,1.29,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9044,Restaurant Operations,restaurant,KY,Kentucky,0.41,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9052,Hotel Clerical Office,office_clerical,KY,Kentucky,0.58,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9058,Hotel — all other employees,hospitality,KY,Kentucky,0.51,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9060,Country Club Operations,hospitality,KY,Kentucky,0.54,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9061,Country club,hospitality,KY,Kentucky,0.39,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9062,Health Club Operations,services,KY,Kentucky,0.46,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9063,"YMCA, YWCA, gym",fitness,KY,Kentucky,0.27,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9077 F,Hospital Operations,healthcare,KY,Kentucky,2.12,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9082,Restaurant — fast food,restaurant,KY,Kentucky,0.41,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9083,"Bar, Tavern, or Nightclub",hospitality,KY,Kentucky,0.38,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9084,"Hotel, All Employees",hospitality,KY,Kentucky,0.38,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9089,Health or Exercise Club,services,KY,Kentucky,0.29,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9093,Bowling Alley,services,KY,Kentucky,0.48,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9101,Public Park,services,KY,Kentucky,1.03,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9102,Cemetery Operation,services,KY,Kentucky,1.11,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9154,Home Health Care Services,healthcare,KY,Kentucky,0.57,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9156,"Clinic, Not Otherwise Classified",healthcare,KY,Kentucky,0.83,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9170,Ambulance Service,healthcare,KY,Kentucky,3.41,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9178,Athletic/Health Clubs,services,KY,Kentucky,1.77,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9179,Professional Sports Players,services,KY,Kentucky,4.05,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9180,Sports Park Employees,services,KY,Kentucky,1.91,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9182,Golf Course Operation,hospitality,KY,Kentucky,0.76,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9186,Bowling Center Operation,hospitality,KY,Kentucky,4.41,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9220,Cemetery Operation,services,KY,Kentucky,1.4,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9402,Library Operation,education,KY,Kentucky,1.64,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9403,Museums/Art Galleries,services,KY,Kentucky,2.93,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9410,School Professional Staff,education,KY,Kentucky,0.77,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9501,Sign Installation/Painting,construction,KY,Kentucky,1.15,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9505,Sign Erection or Painting,services,KY,Kentucky,1.17,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9516,Electrical Apparatus Servicing,services,KY,Kentucky,1.03,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9519,Electrical Wiring - Buildings,construction,KY,Kentucky,1.64,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9521,House Furnishings Installation,services,KY,Kentucky,1.3,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9522,Upholstering,services,KY,Kentucky,0.95,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9534,Paperhanging,construction,KY,Kentucky,1.66,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9554,Chimney Construction,construction,KY,Kentucky,3.4,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9586,"Barber, beauty parlor, hair stylist",beauty-salon,KY,Kentucky,0.16,loss_cost,2024-01-01,National Council on Compensation,True,False,False
9600,Funeral Directors,services,KY,Kentucky,0.81,loss_cost,2024-01-01,National Council on Compensation,False,False,False
9620,Funeral directors,professional-services,KY,Kentucky,0.56,loss_cost,2024-01-01,National Council on Compensation,True,False,False
0005,Farm — nursery,agriculture,LA,Louisiana,1.4,loss_cost,2024-05-01,National Council on Compensation,True,False,False
0008,Farm - Poultry or Egg Producers,agriculture,LA,Louisiana,1.29,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0012,Farm - Field Crops,agriculture,LA,Louisiana,0,manual_rate,2020-03-01,National Council on Compensation,False,False,False
0016,Farm - Vegetable Growing,agriculture,LA,Louisiana,2.73,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0030,Farm - Tobacco Growing,agriculture,LA,Louisiana,1.19,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0034,Farm — poultry,agriculture,LA,Louisiana,1.68,loss_cost,2024-05-01,National Council on Compensation,True,False,False
0035,Farm - Grain or Seed Growing,agriculture,LA,Louisiana,1.35,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0036,Farm — dairy,agriculture,LA,Louisiana,2.26,loss_cost,2024-05-01,National Council on Compensation,True,False,False
0037,Farm - Sugar Cane Growing,agriculture,LA,Louisiana,2.49,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0042,Landscape gardening,landscaping,LA,Louisiana,3.07,loss_cost,2024-05-01,National Council on Compensation,True,False,False
0050,Farm - Sod Farming,agriculture,LA,Louisiana,3.37,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0059,Farm - Custom Harvesting,agriculture,LA,Louisiana,0,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0059 D,Farm - Custom Harvesting,agriculture,LA,Louisiana,0.04,loss_cost,2023-05-01,National Council on Compensation,False,False,False
0065,Farm - Hay Baling (Custom),agriculture,LA,Louisiana,0,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0065 D,Farm - Hay Baling (Custom),agriculture,LA,Louisiana,0.03,loss_cost,2023-05-01,National Council on Compensation,False,False,False
0066,Farm - Threshing (Custom),agriculture,LA,Louisiana,0,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0066 D,Farm - Threshing (Custom),agriculture,LA,Louisiana,0.03,loss_cost,2023-05-01,National Council on Compensation,False,False,False
0067,Farm - Silo Filling (Custom),agriculture,LA,Louisiana,0,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0067 D,Farm - Silo Filling (Custom),agriculture,LA,Louisiana,0.03,loss_cost,2023-05-01,National Council on Compensation,False,False,False
0079,Berry and Vegetable Farming,agriculture,LA,Louisiana,1.44,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0083,Flower Growing,agriculture,LA,Louisiana,2.47,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0106,Potato Farming,agriculture,LA,Louisiana,5.67,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0113,Sugar Beet Farming,agriculture,LA,Louisiana,1.98,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0170,Farming - Aquaculture,agriculture,LA,Louisiana,1.24,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0251,Silviculture,agriculture,LA,Louisiana,2.78,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0401,Apiary Farm,agriculture,LA,Louisiana,6.7,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0908,Nut Farm,agriculture,LA,Louisiana,67.67,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0908 P,Nut Farm,agriculture,LA,Louisiana,81,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0913,"Aquaculture, Shellfish",agriculture,LA,Louisiana,213.96,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0913 P,"Aquaculture, Shellfish",agriculture,LA,Louisiana,255,loss_cost,2024-05-01,National Council on Compensation,False,False,False
0917,Domestic service — inside,cleaning,LA,Louisiana,2,loss_cost,2024-05-01,National Council on Compensation,True,False,False
1005,Underground Coal Mining,mining,LA,Louisiana,3.78,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1111,Oil or Gas Lease Work,mining,LA,Louisiana,0,manual_rate,2017-05-01,National Council on Compensation,False,False,False
1164,"Stone, Sand, or Gravel Quarry",mining,LA,Louisiana,1.49,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1164 D,"Stone, Sand, or Gravel Quarry",mining,LA,Louisiana,2.31,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1165,"Stone, Sand, Gravel Processing",mining,LA,Louisiana,1.03,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1165 D,"Stone, Sand, Gravel Processing",mining,LA,Louisiana,1.6,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1320,Surface Metal Mining,mining,LA,Louisiana,1.15,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1322,Metal Ore Milling or Concentrating,mining,LA,Louisiana,5.16,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1430,Underground Salt Mining,mining,LA,Louisiana,2.08,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1438,Stone Crushing,mining,LA,Louisiana,1.97,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1452,Peat Harvesting,agriculture,LA,Louisiana,1.49,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1463,Clay or Shale Digging,mining,LA,Louisiana,4.01,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1472,Coal Mining - Surface,mining,LA,Louisiana,1.75,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1473,Coal Mining - Underground,mining,LA,Louisiana,0.52,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1624,Oil/Gas Wells - Drilling/Operation,mining,LA,Louisiana,1.29,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1624 D,Oil/Gas Wells - Drilling/Operation,mining,LA,Louisiana,1.83,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1642,Gypsum Mining,mining,LA,Louisiana,1.25,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1654,Phosphate Mining,mining,LA,Louisiana,3,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1655,Potash Mining,mining,LA,Louisiana,1.16,loss_cost,2023-05-01,National Council on Compensation,False,False,False
1699,Mining N.O.C.,mining,LA,Louisiana,1.52,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1701,Cement Manufacturing,manufacturing,LA,Louisiana,1.44,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1710,Stone Cutting or Polishing,manufacturing,LA,Louisiana,1.73,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1710 D,Stone Cutting or Polishing,manufacturing,LA,Louisiana,2.28,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1741,Brick or Clay Products Mfg.,manufacturing,LA,Louisiana,1.29,loss_cost,2023-05-01,National Council on Compensation,False,False,False
1747,Glass Manufacturing - Flat,manufacturing,LA,Louisiana,1.34,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1748,Glass Manufacturing - Other,manufacturing,LA,Louisiana,2.65,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1803,Plaster/Plaster Board Mfg.,manufacturing,LA,Louisiana,2.38,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1803 D,Plaster/Plaster Board Mfg.,manufacturing,LA,Louisiana,3.13,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1853,Linoleum/Felt Base Mfg.,manufacturing,LA,Louisiana,1.29,loss_cost,2023-05-01,National Council on Compensation,False,False,False
1860,Chemical Manufacturing N.O.C.,manufacturing,LA,Louisiana,1.16,loss_cost,2023-05-01,National Council on Compensation,False,False,False
1924,Baking & Delivery,manufacturing,LA,Louisiana,1.22,loss_cost,2024-05-01,National Council on Compensation,False,False,False
1925,Retail Bakery,retail,LA,Louisiana,1.45,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2002,Retail Meat/Fish Dealer,retail,LA,Louisiana,1.67,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2003,Meat/Fish/Poultry Packing,manufacturing,LA,Louisiana,1.75,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2014,Ice Cream Manufacturing,manufacturing,LA,Louisiana,2.15,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2016,Milk Processing & Delivery,manufacturing,LA,Louisiana,1.25,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2021,Fruit/Vegetable Canning,manufacturing,LA,Louisiana,1.8,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2039,Grain Elevator Operation,agriculture,LA,Louisiana,1.37,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2041,Flour Milling,manufacturing,LA,Louisiana,1.44,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2065,Tea Blending/Packing,manufacturing,LA,Louisiana,1,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2070,Brewery & Delivery,manufacturing,LA,Louisiana,3.05,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2081,Distillery Operation,manufacturing,LA,Louisiana,1.93,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2089,Winery Operation,manufacturing,LA,Louisiana,1.34,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2095,Creamery & Dairy Products Manufacturing,manufacturing,LA,Louisiana,2.43,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2104,Ice Cream Manufacturing,manufacturing,LA,Louisiana,1.74,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2105,Butter or Cheese Manufacturing,manufacturing,LA,Louisiana,1.89,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2110,Grain Elevator Operation,manufacturing,LA,Louisiana,1.86,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2111,Malt House Operation,manufacturing,LA,Louisiana,1.08,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2112,Sugar Refining,manufacturing,LA,Louisiana,1.91,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2114,Starch Manufacturing,manufacturing,LA,Louisiana,1.17,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2118,Coffee Roasting,manufacturing,LA,Louisiana,1.12,loss_cost,2023-05-01,National Council on Compensation,False,False,False
2121,Chocolate or Cocoa Manufacturing,manufacturing,LA,Louisiana,0.74,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2130,Bakeries,manufacturing,LA,Louisiana,0.96,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2131,Biscuit Manufacturing,manufacturing,LA,Louisiana,1.09,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2143,Butter or Cheese Manufacturing,manufacturing,LA,Louisiana,1.09,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2157,"Wholesale Meat, Fish, Poultry",services,LA,Louisiana,2.73,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2172,Fish Curing or Packing,manufacturing,LA,Louisiana,0.76,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2174,Seafood Processing - N.O.C.,manufacturing,LA,Louisiana,1.54,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2211,Bakeries,manufacturing,LA,Louisiana,6.72,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2220,Sugar Refining,manufacturing,LA,Louisiana,1.27,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2286,Feed Manufacturing,manufacturing,LA,Louisiana,1.06,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2288,"Textile Bleaching, Dyeing, Finishing",manufacturing,LA,Louisiana,2.07,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2302,Wool Spinning & Weaving,manufacturing,LA,Louisiana,0.94,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2305,Jute & Hemp Spinning & Weaving,manufacturing,LA,Louisiana,1.1,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2361,Hosiery Mfg.,manufacturing,LA,Louisiana,0.94,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2362,Knit Goods Mfg. (N.O.C.),manufacturing,LA,Louisiana,1.25,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2380,Mattress & Box Spring Mfg.,manufacturing,LA,Louisiana,1.51,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2388,Upholstering,manufacturing,LA,Louisiana,0.62,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2402,Clothing Mfg. (N.O.C.),manufacturing,LA,Louisiana,1.22,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2413,"Overall, Work Clothing Mfg.",manufacturing,LA,Louisiana,1.02,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2416,Raincoat & Waterproof Clothing Mfg.,manufacturing,LA,Louisiana,1.29,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2417,Millinery Mfg.,manufacturing,LA,Louisiana,0.68,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2501,Clothing Manufacturing,manufacturing,LA,Louisiana,1.23,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2503,"Clothing Manufacturing, Hand",manufacturing,LA,Louisiana,0.53,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2534,Mattress Manufacturing,manufacturing,LA,Louisiana,1.3,loss_cost,2023-05-01,National Council on Compensation,False,False,False
2570,Retail Laundry or Dry Cleaning,services,LA,Louisiana,1.74,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2585,Apparel Manufacturing - Underwear/Nightwear,manufacturing,LA,Louisiana,2.2,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2586,Apparel Manufacturing - Children's Wear,manufacturing,LA,Louisiana,1.41,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2587,Apparel Manufacturing - Sportswear/Casual,manufacturing,LA,Louisiana,1.77,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2589,Apparel Manufacturing - Accessories,manufacturing,LA,Louisiana,1.05,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2600,Yarn/Thread Manufacturing,manufacturing,LA,Louisiana,2.48,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2623,Textile Rental Service,services,LA,Louisiana,3.08,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2651,Awning/Tent Manufacturing,manufacturing,LA,Louisiana,0.69,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2660,"Chemical Mfg. - Soap, Detergent",manufacturing,LA,Louisiana,1.14,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2670,Carbon Black Mfg.,manufacturing,LA,Louisiana,0.84,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2683,Oil or Gas Lease Operations - Well Cementing,mining,LA,Louisiana,1.08,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2688,Oil or Gas Lease Operations - Well Perforating,mining,LA,Louisiana,0.97,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2701,Logging Operations,logging,LA,Louisiana,7.79,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2702,Saw Mill Operations,manufacturing,LA,Louisiana,33.81,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2705,Cooperage Stock Manufacturing,manufacturing,LA,Louisiana,34.79,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2710,Planing Mill,manufacturing,LA,Louisiana,4.09,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2714,Wood Turning,manufacturing,LA,Louisiana,2.24,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2719,Wood Products Manufacturing,manufacturing,LA,Louisiana,6.42,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2731,Wood Musical Instrument Mfg.,manufacturing,LA,Louisiana,1.8,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2735,Broom or Brush Manufacturing,manufacturing,LA,Louisiana,2.14,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2759,Set-Up Paper Box Mfg.,manufacturing,LA,Louisiana,2.71,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2790,Paper Goods Manufacturing,manufacturing,LA,Louisiana,0.94,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2797,Felt or Paper Roofing Mfg.,manufacturing,LA,Louisiana,1.6,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2799,Wallboard Manufacturing,manufacturing,LA,Louisiana,3.39,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2802,Clay Tile Manufacturing,manufacturing,LA,Louisiana,2.64,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2835,Wood Furniture Manufacturing,manufacturing,LA,Louisiana,1.31,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2836,Upholstered Wood Furniture Mfg.,manufacturing,LA,Louisiana,1.46,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2841,Last Manufacturing,manufacturing,LA,Louisiana,1.56,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2881,"Last Block Mfg., N.O.C.",manufacturing,LA,Louisiana,1.43,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2883,"Shoe Last Mfg., N.O.C.",manufacturing,LA,Louisiana,1.64,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2915,Die Casting Foundry,manufacturing,LA,Louisiana,1.22,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2916,Other Metal Foundries,manufacturing,LA,Louisiana,2.12,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2923,Condensed Milk Manufacturing,manufacturing,LA,Louisiana,0.92,loss_cost,2024-05-01,National Council on Compensation,False,False,False
2960,Cheese Manufacturing,manufacturing,LA,Louisiana,2.41,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3004,Forging - Drop or Machine,manufacturing,LA,Louisiana,0.76,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3018,Metal Stamping,manufacturing,LA,Louisiana,1.26,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3022,Metal Goods Mfg. - N.O.C.,manufacturing,LA,Louisiana,1.72,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3027,Die Casting Mfg.,manufacturing,LA,Louisiana,1.05,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3028,Metal Heat Treating,manufacturing,LA,Louisiana,1.37,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3030,Metal Plating or Polishing,manufacturing,LA,Louisiana,1.91,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3040,Metal Drum or Barrel Mfg.,manufacturing,LA,Louisiana,2.41,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3041,Metal Pipe or Tube Mfg.,manufacturing,LA,Louisiana,1.99,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3042,Metal Wire Drawing,manufacturing,LA,Louisiana,1.89,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3064,Machine Parts Mfg. - N.O.C.,manufacturing,LA,Louisiana,1.73,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3076,Pump Mfg.,manufacturing,LA,Louisiana,1.45,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3081,Automobile Mfg.,manufacturing,LA,Louisiana,2.27,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3081 D,Automobile Mfg.,manufacturing,LA,Louisiana,2.71,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3082,"Truck, Trailer or Bus Mfg.",manufacturing,LA,Louisiana,1.36,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3082 D,"Truck, Trailer or Bus Mfg.",manufacturing,LA,Louisiana,1.79,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3085,Aircraft Mfg.,manufacturing,LA,Louisiana,1.9,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3085 D,Aircraft Mfg.,manufacturing,LA,Louisiana,2.26,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3110,Iron or Steel Rolling Mill,manufacturing,LA,Louisiana,1.78,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3111,Rolling Mill NOC,manufacturing,LA,Louisiana,0.86,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3113,Iron Foundry,manufacturing,LA,Louisiana,0.88,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3114,Steel Foundry,manufacturing,LA,Louisiana,1.33,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3118,Aluminum Foundry,manufacturing,LA,Louisiana,1.17,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3119,"Brass, Bronze, Copper Foundry",manufacturing,LA,Louisiana,0.5,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3122,Drop or Machine Forging,manufacturing,LA,Louisiana,0.94,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3126,Forging NOC,manufacturing,LA,Louisiana,0.77,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3131,Aluminum Die Casting,manufacturing,LA,Louisiana,0.83,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3132,Zinc Die Casting,manufacturing,LA,Louisiana,1.27,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3145,Metal Stamping NOC,manufacturing,LA,Louisiana,0.98,loss_cost,2024-05-01,National Council on Compensation,False,False,False
3146,Automobile Parts Stamping,manufacturing,LA,Louisiana,0.97,loss_cost,2024-05-01,National Council on Compensation,False,False,False
